PRODUCT,DRAW NUMBER,SEQUENCE NUMBER,DRAW DATE,NUMBER DRAWN 1,NUMBER DRAWN 2,NUMBER DRAWN 3,NUMBER DRAWN 4,NUMBER DRAWN 5,NUMBER DRAWN 6,NUMBER DRAWN 7,BONUS NUMBER
LOTTO MAX,694,0,12/03/2021,5,12,15,23,28,38,39,46
LOTTO MAX,695,0,16/03/2021,8,15,25,27,33,39,44,20
LOTTO MAX,696,0,19/03/2021,2,7,8,26,30,43,48,25
LOTTO MAX,697,0,23/03/2021,5,6,12,28,29,36,46,40
LOTTO MAX,698,0,26/03/2021,2,4,16,24,25,27,49,29
LOTTO MAX,699,0,30/03/2021,12,22,25,30,37,38,45,2
LOTTO MAX,700,0,02/04/2021,30,32,33,34,37,45,49,25
LOTTO MAX,701,0,06/04/2021,2,14,24,25,35,44,45,11
LOTTO MAX,702,0,09/04/2021,1,19,28,29,31,33,43,17
LOTTO MAX,703,0,13/04/2021,15,16,18,19,22,44,47,28
LOTTO MAX,704,0,16/04/2021,1,13,19,27,42,49,50,32
LOTTO MAX,705,0,20/04/2021,7,10,11,19,22,30,37,18
LOTTO MAX,706,0,23/04/2021,1,3,4,11,19,24,42,27
LOTTO MAX,707,0,27/04/2021,7,11,14,26,27,29,36,2
LOTTO MAX,708,0,30/04/2021,2,14,27,30,31,35,43,38
LOTTO MAX,709,0,04/05/2021,1,23,27,33,39,45,49,40
LOTTO MAX,710,0,07/05/2021,1,8,17,21,35,39,46,31
LOTTO MAX,711,0,11/05/2021,14,15,20,32,35,38,50,46
LOTTO MAX,712,0,14/05/2021,3,18,19,24,26,27,45,20
LOTTO MAX,713,0,18/05/2021,5,9,18,27,32,38,40,34
LOTTO MAX,714,0,21/05/2021,5,6,25,31,32,44,48,39
LOTTO MAX,715,0,25/05/2021,6,9,11,19,24,38,46,18
LOTTO MAX,716,0,28/05/2021,7,18,22,40,44,46,50,5
LOTTO MAX,717,0,01/06/2021,6,20,21,28,38,43,47,40
LOTTO MAX,718,0,04/06/2021,2,3,16,28,31,42,47,12
LOTTO MAX,719,0,08/06/2021,1,9,14,24,26,37,42,29
LOTTO MAX,720,0,11/06/2021,20,21,25,33,38,44,45,22
LOTTO MAX,721,0,15/06/2021,2,8,12,13,14,36,43,29
LOTTO MAX,722,0,18/06/2021,11,14,15,24,34,43,47,36
LOTTO MAX,723,0,22/06/2021,7,11,22,28,33,44,49,10
LOTTO MAX,724,0,25/06/2021,10,13,18,33,36,45,47,22
LOTTO MAX,725,0,29/06/2021,6,17,22,23,32,37,47,13
LOTTO MAX,726,0,02/07/2021,6,14,35,37,40,43,46,19
LOTTO MAX,727,0,06/07/2021,10,14,25,26,38,41,50,49
LOTTO MAX,728,0,09/07/2021,11,21,32,33,38,40,44,19
LOTTO MAX,729,0,13/07/2021,2,6,12,13,17,36,48,25
LOTTO MAX,730,0,16/07/2021,13,17,24,26,33,46,48,27
LOTTO MAX,731,0,20/07/2021,2,13,15,19,38,39,46,34
LOTTO MAX,732,0,23/07/2021,7,8,13,21,35,38,45,15
LOTTO MAX,733,0,27/07/2021,5,12,13,32,36,40,48,49
LOTTO MAX,734,0,30/07/2021,4,12,18,19,22,25,44,43
LOTTO MAX,735,0,03/08/2021,4,5,9,15,24,36,48,50
LOTTO MAX,736,0,06/08/2021,14,15,24,43,44,48,49,47
LOTTO MAX,737,0,10/08/2021,14,18,19,32,35,38,41,27
LOTTO MAX,738,0,13/08/2021,1,14,17,20,28,32,38,6
LOTTO MAX,739,0,17/08/2021,5,16,18,33,37,38,39,35
LOTTO MAX,740,0,20/08/2021,2,6,21,31,34,39,45,33
LOTTO MAX,741,0,24/08/2021,1,24,26,29,30,45,50,5
LOTTO MAX,742,0,27/08/2021,9,10,13,25,41,47,49,36
LOTTO MAX,743,0,31/08/2021,3,11,23,26,31,42,50,24
LOTTO MAX,744,0,03/09/2021,1,2,4,10,27,33,45,31
LOTTO MAX,745,0,07/09/2021,5,8,31,36,41,42,43,39
LOTTO MAX,746,0,10/09/2021,11,28,38,40,43,45,48,33
LOTTO MAX,747,0,14/09/2021,17,24,27,33,38,41,48,39
LOTTO MAX,748,0,17/09/2021,3,6,10,26,29,35,45,30
LOTTO MAX,749,0,21/09/2021,4,8,11,14,15,34,45,7
LOTTO MAX,750,0,24/09/2021,5,13,28,35,41,49,50,34
LOTTO MAX,751,0,28/09/2021,2,5,8,18,23,31,35,43
LOTTO MAX,752,0,01/10/2021,4,8,15,39,40,42,48,5
LOTTO MAX,753,0,05/10/2021,2,10,18,19,25,42,48,21
LOTTO MAX,754,0,08/10/2021,5,16,19,21,23,31,36,46
LOTTO MAX,755,0,12/10/2021,7,11,13,30,38,40,43,45
LOTTO MAX,756,0,15/10/2021,14,17,20,24,25,38,48,11
LOTTO MAX,757,0,19/10/2021,12,26,28,32,41,43,50,49
LOTTO MAX,758,0,22/10/2021,2,11,19,33,44,45,47,42
LOTTO MAX,759,0,26/10/2021,2,8,10,14,21,36,40,17
LOTTO MAX,760,0,29/10/2021,1,5,17,18,38,41,48,13
LOTTO MAX,761,0,02/11/2021,7,13,18,30,33,37,41,6
LOTTO MAX,762,0,05/11/2021,2,10,11,17,19,32,42,41
LOTTO MAX,763,0,09/11/2021,2,8,16,17,19,26,42,41
LOTTO MAX,764,0,12/11/2021,4,6,7,10,17,27,44,40
LOTTO MAX,765,0,16/11/2021,5,6,7,17,26,29,42,38
LOTTO MAX,766,0,19/11/2021,1,13,14,17,25,28,41,43
LOTTO MAX,767,0,23/11/2021,14,17,25,27,31,32,34,20
LOTTO MAX,768,0,26/11/2021,9,26,30,35,37,42,50,47
LOTTO MAX,769,0,30/11/2021,4,7,8,22,24,30,49,42
LOTTO MAX,770,0,03/12/2021,7,18,22,35,37,43,45,44
LOTTO MAX,771,0,07/12/2021,9,16,19,24,27,34,40,7
LOTTO MAX,772,0,10/12/2021,17,21,27,32,45,46,49,19
LOTTO MAX,773,0,14/12/2021,3,21,22,26,28,44,49,34
LOTTO MAX,774,0,17/12/2021,9,14,16,33,39,46,49,38
LOTTO MAX,775,0,21/12/2021,13,23,26,27,28,38,47,36
LOTTO MAX,776,0,24/12/2021,3,11,24,25,29,32,42,16
LOTTO MAX,777,0,28/12/2021,11,12,21,27,32,43,49,15
LOTTO MAX,778,0,31/12/2021,7,25,30,35,38,40,49,27
LOTTO MAX,779,0,04/01/2022,7,8,13,20,25,26,48,36
LOTTO MAX,780,0,07/01/2022,4,5,31,39,42,45,50,11
LOTTO MAX,781,0,11/01/2022,1,3,24,25,27,36,47,12
LOTTO MAX,782,0,14/01/2022,2,4,7,10,14,21,34,26
LOTTO MAX,783,0,18/01/2022,2,15,25,28,30,35,38,31
LOTTO MAX,784,0,21/01/2022,10,14,21,26,28,36,50,41
LOTTO MAX,785,0,25/01/2022,11,13,18,20,23,30,40,374
LOTTO MAX,786,0,28/01/2022,3,7,8,10,34,43,47,16
LOTTO MAX,787,0,01/02/2022,9,14,24,26,29,39,49,42
LOTTO MAX,788,0,04/02/2022,5,15,19,22,37,46,47,1
LOTTO MAX,789,0,08/02/2022,16,29,32,34,38,39,47,18
LOTTO MAX,790,0,11/02/2022,1,10,12,30,33,34,36,4
LOTTO MAX,791,0,15/02/2022,19,26,28,36,40,42,48,6
LOTTO MAX,792,0,18/02/2022,2,3,8,11,12,37,49,36
LOTTO MAX,793,0,22/02/2022,3,13,26,27,28,36,45,50
LOTTO MAX,794,0,25/02/2022,2,4,17,28,35,44,46,5
LOTTO MAX,795,0,01/03/2022,5,6,28,36,40,46,50,27
LOTTO MAX,796,0,04/03/2022,2,4,14,18,24,46,47,23
LOTTO MAX,797,0,08/03/2022,10,12,13,18,25,26,37,39
LOTTO MAX,798,0,11/03/2022,5,7,12,22,28,43,47,1
LOTTO MAX,799,0,15/03/2022,3,7,12,17,23,38,40,27
LOTTO MAX,800,0,18/03/2022,5,7,12,18,26,29,46,25
LOTTO MAX,801,0,22/03/2022,14,16,20,26,33,36,48,1
LOTTO MAX,802,0,25/03/2022,3,7,16,18,27,32,37,17
LOTTO MAX,803,0,29/03/2022,7,17,32,34,39,45,47,42
LOTTO MAX,804,0,01/04/2022,7,10,18,29,38,43,50,41
LOTTO MAX,805,0,08/04/2022,1,2,14,15,21,26,29,4
LOTTO MAX,806,0,12/04/2022,3,5,7,19,32,34,50,25
LOTTO MAX,807,0,15/04/2022,1,6,18,21,30,32,37,35
LOTTO MAX,808,0,19/04/2022,1,6,10,27,42,45,50,43
LOTTO MAX,809,0,22/04/2022,13,14,23,30,34,36,42,33
LOTTO MAX,810,0,26/04/2022,3,10,15,31,35,38,42,22
LOTTO MAX,811,0,29/04/2022,8,9,19,32,37,46,48,45
LOTTO MAX,812,0,03/05/2022,6,11,22,24,27,29,33,31
LOTTO MAX,813,0,06/05/2022,3,6,11,18,19,28,41,26
LOTTO MAX,814,0,10/05/2022,6,15,18,19,20,27,28,24
LOTTO MAX,815,0,13/05/2022,2,22,37,38,39,42,47,30
LOTTO MAX,816,0,17/05/2022,10,35,38,40,45,47,48,23
LOTTO MAX,817,0,20/05/2022,5,6,20,29,42,44,47,14
LOTTO MAX,818,0,24/05/2022,12,26,30,31,35,39,45,22
LOTTO MAX,819,0,27/05/2022,4,9,21,22,27,31,34,5
LOTTO MAX,820,0,31/05/2022,6,13,23,27,35,44,50,37
LOTTO MAX,821,0,03/06/2022,2,16,17,21,38,43,45,42
LOTTO MAX,822,0,07/06/2022,6,13,17,20,28,36,44,31
LOTTO MAX,823,0,10/06/2022,8,14,16,17,19,22,24,23
LOTTO MAX,824,0,14/06/2022,11,17,18,25,36,41,50,34
LOTTO MAX,825,0,17/06/2022,1,10,12,21,30,39,40,38
LOTTO MAX,826,0,21/06/2022,2,4,5,22,32,40,50,43
LOTTO MAX,827,0,24/06/2022,3,9,17,19,20,44,50,28
LOTTO MAX,828,0,28/06/2022,8,19,22,41,42,46,47,10
LOTTO MAX,829,0,01/07/2022,1,11,13,14,25,36,47,50
LOTTO MAX,830,0,05/07/2022,12,29,33,35,38,41,46,13
LOTTO MAX,831,0,08/07/2022,7,12,14,18,46,47,49,19
LOTTO MAX,832,0,12/07/2022,8,11,15,16,26,29,40,37
LOTTO MAX,833,0,15/07/2022,4,7,12,18,29,47,49,48
LOTTO MAX,834,0,19/07/2022,6,9,17,19,31,34,46,4
LOTTO MAX,835,0,22/07/2022,1,9,19,34,37,39,49,6
LOTTO MAX,836,0,26/07/2022,3,8,9,15,21,27,31,33
LOTTO MAX,837,0,29/07/2022,7,14,17,18,19,23,41,16
LOTTO MAX,838,0,02/08/2022,4,5,15,18,22,28,32,19
LOTTO MAX,839,0,05/08/2022,7,16,19,33,36,48,49,5
LOTTO MAX,840,0,09/08/2022,16,19,25,26,27,33,45,38
LOTTO MAX,841,0,12/08/2022,4,10,28,36,40,44,47,19
LOTTO MAX,842,0,16/08/2022,1,2,9,21,32,33,43,36
LOTTO MAX,843,0,19/08/2022,5,20,26,33,35,46,48,17
LOTTO MAX,844,0,23/08/2022,9,13,14,19,37,43,50,4
LOTTO MAX,845,0,26/08/2022,3,11,22,26,29,46,48,28
LOTTO MAX,846,0,30/08/2022,5,8,12,23,39,41,48,50
LOTTO MAX,847,0,02/09/2022,8,17,21,31,34,37,39,7
LOTTO MAX,848,0,06/09/2022,16,22,28,30,41,46,47,10
LOTTO MAX,849,0,09/09/2022,1,2,15,18,29,32,36,9
LOTTO MAX,850,0,13/09/2022,9,10,14,32,35,36,46,47
LOTTO MAX,851,0,16/09/2022,2,13,24,34,39,40,46,23
LOTTO MAX,852,0,20/09/2022,9,10,11,20,24,31,48,36
LOTTO MAX,853,0,23/09/2022,15,17,21,24,28,32,43,27
LOTTO MAX,854,0,27/09/2022,10,12,13,26,29,39,46,23
LOTTO MAX,855,0,30/09/2022,9,14,36,37,38,40,48,26
LOTTO MAX,856,0,04/10/2022,10,18,21,22,37,40,46,25
LOTTO MAX,857,0,07/10/2022,7,23,28,31,32,39,40,2
LOTTO MAX,858,0,11/10/2022,3,19,33,36,39,40,42,44
LOTTO MAX,859,0,14/10/2022,2,24,27,31,40,43,46,13
LOTTO MAX,860,0,18/10/2022,12,14,23,25,39,40,44,24
LOTTO MAX,861,0,21/10/2022,1,9,25,35,41,43,50,40
LOTTO MAX,862,0,25/10/2022,3,6,19,23,26,28,43,46
LOTTO MAX,863,0,28/10/2022,12,17,29,30,38,40,50,16
LOTTO MAX,864,0,01/11/2022,2,23,27,34,43,46,49,44
LOTTO MAX,865,0,04/11/2022,4,8,25,27,32,33,34,16
LOTTO MAX,866,0,08/11/2022,4,7,14,18,26,40,42,12
LOTTO MAX,867,0,11/11/2022,5,23,34,35,46,47,50,10
LOTTO MAX,868,0,15/11/2022,9,12,13,22,25,35,47,24
LOTTO MAX,869,0,18/11/2022,3,5,11,17,26,42,49,27
LOTTO MAX,870,0,22/11/2022,2,10,12,18,19,21,34,33
LOTTO MAX,871,0,25/11/2022,3,6,7,10,25,30,37,9
LOTTO MAX,872,0,29/11/2022,1,7,8,19,32,38,39,47
LOTTO MAX,873,0,02/12/2022,4,9,14,18,24,30,45,3
LOTTO MAX,874,0,06/12/2022,1,2,3,14,17,19,41,30
LOTTO MAX,875,0,09/12/2022,2,18,20,22,34,43,48,7
LOTTO MAX,876,0,13/12/2022,12,13,14,31,35,39,50,48
LOTTO MAX,877,0,16/12/2022,6,22,25,42,43,45,48,47
LOTTO MAX,878,0,20/12/2022,3,8,9,20,22,36,50,25
LOTTO MAX,879,0,23/12/2022,7,17,20,22,31,36,48,34
LOTTO MAX,880,0,27/12/2022,5,6,13,16,31,32,35,36
LOTTO MAX,881,0,30/12/2022,6,26,32,37,38,39,46,7
LOTTO MAX,882,0,03/01/2023,9,25,32,34,37,46,50,18
LOTTO MAX,883,0,06/01/2023,7,14,20,24,35,40,50,15
LOTTO MAX,884,0,10/01/2023,10,16,18,33,34,37,45,36
LOTTO MAX,885,0,13/01/2023,3,16,17,23,35,37,47,26
LOTTO MAX,886,0,17/01/2023,1,2,5,6,16,30,45,19
LOTTO MAX,887,0,20/01/2023,9,16,17,19,30,38,49,45
LOTTO MAX,888,0,24/01/2023,10,20,25,29,35,42,45,3
LOTTO MAX,889,0,27/01/2023,4,5,9,13,29,30,35,20
LOTTO MAX,890,0,31/01/2023,2,6,16,23,40,41,48,31
LOTTO MAX,891,0,03/02/2023,7,10,15,17,25,39,45,43
LOTTO MAX,892,0,07/02/2023,1,13,26,30,37,42,50,10
LOTTO MAX,893,0,10/02/2023,6,16,22,23,28,29,34,8
LOTTO MAX,894,0,14/02/2023,9,15,21,28,31,36,38,12
LOTTO MAX,895,0,17/02/2023,10,12,23,26,39,41,45,42
LOTTO MAX,896,0,21/02/2023,2,14,26,31,35,39,49,32
LOTTO MAX,897,0,24/02/2023,1,11,15,21,35,48,49,3
LOTTO MAX,898,0,28/02/2023,1,3,8,24,35,42,43,18
LOTTO MAX,899,0,03/03/2023,10,14,20,37,42,44,46,50
LOTTO MAX,900,0,07/03/2023,1,16,26,28,31,44,45,22
LOTTO MAX,901,0,10/03/2023,18,19,31,36,38,41,43,8
LOTTO MAX,902,0,14/03/2023,4,15,17,24,27,32,41,36
LOTTO MAX,903,0,17/03/2023,5,15,17,22,25,37,46,13
LOTTO MAX,904,0,21/03/2023,7,15,17,20,32,40,50,21
LOTTO MAX,905,0,24/03/2023,5,9,14,23,32,33,46,26
LOTTO MAX,906,0,28/03/2023,5,9,12,19,21,22,49,31
LOTTO MAX,907,0,31/03/2023,1,3,26,28,36,47,50,48
LOTTO MAX,908,0,04/04/2023,6,15,29,32,36,45,48,39
LOTTO MAX,909,0,07/04/2023,15,26,34,41,44,45,46,11
LOTTO MAX,910,0,11/04/2023,4,5,11,12,31,43,44,15
LOTTO MAX,911,0,14/04/2023,17,25,28,30,34,46,49,42
LOTTO MAX,912,0,18/04/2023,5,7,16,20,26,30,36,44
LOTTO MAX,913,0,21/04/2023,7,8,18,26,33,42,46,39
LOTTO MAX,914,0,25/04/2023,4,19,21,33,37,38,39,42
LOTTO MAX,915,0,28/04/2023,1,2,12,15,35,39,45,44
LOTTO MAX,916,0,02/05/2023,2,12,22,30,32,35,36,1
LOTTO MAX,917,0,05/05/2023,8,16,22,24,25,30,32,11
LOTTO MAX,918,0,09/05/2023,18,19,31,33,35,40,50,16
LOTTO MAX,919,0,12/05/2023,4,5,20,26,28,29,48,44
LOTTO MAX,920,0,16/05/2023,11,13,19,25,28,46,49,24
LOTTO MAX,921,0,19/05/2023,12,13,35,41,42,44,47,32
LOTTO MAX,922,0,23/05/2023,1,7,10,18,23,24,34,3
LOTTO MAX,923,0,26/05/2023,2,7,9,12,21,30,37,23
LOTTO MAX,924,0,30/05/2023,13,14,18,19,25,29,38,36
LOTTO MAX,925,0,02/06/2023,1,12,16,21,29,43,49,8
LOTTO MAX,926,0,06/06/2023,4,7,13,16,31,32,39,26
LOTTO MAX,927,0,09/06/2023,7,10,12,31,37,42,44,34
LOTTO MAX,928,0,13/06/2023,1,2,8,12,24,44,45,26
LOTTO MAX,929,0,16/06/2023,11,20,30,34,41,47,49,16
LOTTO MAX,930,0,20/06/2023,5,10,24,30,32,43,48,40
LOTTO MAX,931,0,23/06/2023,8,19,21,29,33,40,46,25
LOTTO MAX,932,0,27/06/2023,1,9,25,31,34,35,38,36
LOTTO MAX,933,0,30/06/2023,1,13,19,26,35,42,49,37
LOTTO MAX,934,0,04/07/2023,2,9,20,21,23,32,43,1
LOTTO MAX,935,0,07/07/2023,12,13,28,32,34,35,40,27
LOTTO MAX,936,0,11/07/2023,5,16,23,24,31,40,48,3
LOTTO MAX,937,0,14/07/2023,3,11,23,27,39,44,48,17
LOTTO MAX,938,0,18/07/2023,2,4,5,15,29,40,49,42
LOTTO MAX,939,0,21/07/2023,4,8,14,25,28,40,41,6
LOTTO MAX,940,0,25/07/2023,15,16,17,18,43,44,48,50
LOTTO MAX,941,0,28/07/2023,4,17,26,28,29,41,48,16
LOTTO MAX,942,0,01/08/2023,2,13,26,28,30,43,46,24
LOTTO MAX,943,0,04/08/2023,2,11,16,21,32,44,47,13
LOTTO MAX,944,0,08/08/2023,7,19,22,34,44,46,49,26
LOTTO MAX,945,0,11/08/2023,7,8,23,28,29,31,37,43
LOTTO MAX,946,0,15/08/2023,13,15,20,29,31,48,49,18
LOTTO MAX,947,0,18/08/2023,1,7,29,36,40,42,50,35
LOTTO MAX,948,0,22/08/2023,2,7,12,19,38,42,50,39
LOTTO MAX,949,0,25/08/2023,7,12,17,18,37,38,45,40
LOTTO MAX,950,0,29/08/2023,13,17,19,22,26,28,40,20
LOTTO MAX,951,0,01/09/2023,1,7,15,30,36,37,46,14
LOTTO MAX,952,0,05/09/2023,8,20,23,26,38,45,47,33
LOTTO MAX,953,0,08/09/2023,15,22,25,29,30,31,34,18
LOTTO MAX,954,0,12/09/2023,6,7,9,12,13,32,37,15
LOTTO MAX,955,0,15/09/2023,1,2,11,27,32,35,44,18
LOTTO MAX,956,0,19/09/2023,4,7,13,20,24,30,48,5
LOTTO MAX,957,0,22/09/2023,12,13,19,26,33,39,43,2
LOTTO MAX,958,0,26/09/2023,3,7,13,20,22,25,47,23
LOTTO MAX,959,0,29/09/2023,2,12,19,26,34,44,46,41
LOTTO MAX,960,0,03/10/2023,1,7,10,15,30,34,47,29
LOTTO MAX,961,0,06/10/2023,4,17,20,23,25,27,41,7
LOTTO MAX,962,0,10/10/2023,5,6,12,28,33,41,47,1
LOTTO MAX,963,0,13/10/2023,8,17,20,23,28,31,33,45
LOTTO MAX,964,0,17/10/2023,2,7,15,16,18,19,25,35
LOTTO MAX,965,0,20/10/2023,3,18,19,21,25,46,50,22
LOTTO MAX,966,0,24/10/2023,4,15,16,17,23,27,47,1
LOTTO MAX,967,0,27/10/2023,6,17,25,28,30,34,36,15
LOTTO MAX,968,0,31/10/2023,22,23,25,26,35,40,44,33
LOTTO MAX,969,0,03/11/2023,5,7,9,10,19,24,40,18
LOTTO MAX,970,0,07/11/2023,4,6,16,19,29,31,44,22
LOTTO MAX,971,0,10/11/2023,7,12,15,16,35,45,48,10
LOTTO MAX,972,0,14/11/2023,9,14,15,19,45,47,50,33
LOTTO MAX,973,0,17/11/2023,2,23,28,30,31,33,37,50
LOTTO MAX,974,0,21/11/2023,7,13,30,34,37,38,42,35
LOTTO MAX,975,0,24/11/2023,2,24,25,28,36,37,46,26
LOTTO MAX,976,0,28/11/2023,1,18,25,26,30,34,39,20
LOTTO MAX,977,0,01/12/2023,4,12,15,22,36,44,46,33
LOTTO MAX,978,0,05/12/2023,3,4,8,10,38,43,47,18
LOTTO MAX,979,0,08/12/2023,8,9,11,23,25,32,34,20
LOTTO MAX,980,0,12/12/2023,2,6,22,23,28,30,42,43
LOTTO MAX,981,0,15/12/2023,1,2,13,15,20,21,45,8
LOTTO MAX,982,0,19/12/2023,2,3,4,13,21,35,38,50
LOTTO MAX,983,0,22/12/2023,8,16,19,25,30,33,47,10
LOTTO MAX,984,0,29/12/2023,3,6,9,25,30,36,42,34
LOTTO MAX,985,0,02/01/2024,9,10,16,29,36,37,50,20
LOTTO MAX,986,0,05/01/2024,3,6,11,24,29,45,50,16
LOTTO MAX,987,0,09/01/2024,1,2,12,20,24,26,28,13
LOTTO MAX,988,0,12/01/2024,5,6,7,18,22,34,36,26
LOTTO MAX,989,0,16/01/2024,2,9,10,14,42,43,44,25
LOTTO MAX,990,0,19/01/2024,11,20,27,28,32,36,50,2
LOTTO MAX,991,0,23/01/2024,4,9,25,31,41,48,49,7
LOTTO MAX,992,0,26/01/2024,7,11,21,22,24,26,35,32
LOTTO MAX,993,0,30/01/2024,1,6,12,18,26,27,40,42
LOTTO MAX,994,0,02/02/2024,7,9,14,18,22,32,42,2
LOTTO MAX,995,0,06/02/2024,10,16,21,29,42,44,50,26
LOTTO MAX,996,0,09/02/2024,5,8,16,32,36,41,42,12
LOTTO MAX,997,0,13/02/2024,13,16,18,29,35,36,49,34
LOTTO MAX,998,0,16/02/2024,4,19,29,34,41,44,46,31
LOTTO MAX,999,0,20/02/2024,1,4,23,24,31,40,48,38
LOTTO MAX,1000,0,23/02/2024,8,16,24,28,40,41,47,10
LOTTO MAX,1001,0,27/02/2024,14,18,22,25,34,40,46,30
LOTTO MAX,1002,0,01/03/2024,15,17,23,32,38,46,47,44
LOTTO MAX,1003,0,05/03/2024,2,4,7,25,33,43,49,38
LOTTO MAX,1004,0,08/03/2024,1,3,6,19,21,33,47,10
LOTTO MAX,1005,0,12/03/2024,3,15,20,21,23,24,34,38
LOTTO MAX,1006,0,15/03/2024,22,24,31,33,39,45,46,2
LOTTO MAX,1007,0,19/03/2024,3,16,19,21,24,40,46,39
LOTTO MAX,1008,0,22/03/2024,2,7,19,28,36,37,44,10
LOTTO MAX,1009,0,26/03/2024,21,24,25,26,31,42,43,30
LOTTO MAX,1010,0,29/03/2024,1,14,17,19,23,42,48,39
LOTTO MAX,1011,0,02/04/2024,11,23,36,38,42,43,49,27
LOTTO MAX,1012,0,05/04/2024,4,8,18,24,26,35,46,5
LOTTO MAX,1013,0,09/04/2024,4,5,22,30,44,46,50,34
LOTTO MAX,1014,0,12/04/2024,17,25,30,35,36,44,50,10
LOTTO MAX,1015,0,16/04/2024,15,19,22,28,34,36,46,25
LOTTO MAX,1016,0,19/04/2024,6,7,14,15,28,39,42,37
LOTTO MAX,1017,0,23/04/2024,7,14,17,26,29,38,39,18
LOTTO MAX,1018,0,26/04/2024,2,3,23,36,38,40,48,42
LOTTO MAX,1019,0,30/04/2024,5,8,18,21,23,31,48,40
LOTTO MAX,1020,0,03/05/2024,3,5,16,20,31,34,38,17
LOTTO MAX,1021,0,07/05/2024,3,22,32,43,46,47,48,49
LOTTO MAX,1022,0,10/05/2024,2,4,14,28,29,30,43,34
LOTTO MAX,1023,0,14/05/2024,10,15,18,27,28,32,43,8
LOTTO MAX,1024,0,17/05/2024,5,13,27,28,32,45,50,44
LOTTO MAX,1025,0,21/05/2024,1,4,6,7,34,40,46,2
LOTTO MAX,1026,0,24/05/2024,1,6,9,11,31,39,50,35
LOTTO MAX,1027,0,28/05/2024,2,6,9,21,22,32,43,3
LOTTO MAX,1028,0,31/05/2024,1,4,18,19,23,28,29,43
LOTTO MAX,1029,0,04/06/2024,5,6,12,15,18,34,37,7
LOTTO MAX,1030,0,07/06/2024,2,3,12,15,32,33,36,9
LOTTO MAX,1031,0,11/06/2024,3,30,39,44,45,47,49,46
LOTTO MAX,1032,0,14/06/2024,5,11,29,31,38,39,49,41
LOTTO MAX,1033,0,18/06/2024,17,19,32,34,37,44,45,22
LOTTO MAX,1034,0,21/06/2024,8,12,32,33,34,46,47,13
LOTTO MAX,1035,0,25/06/2024,3,11,28,40,43,44,45,4
LOTTO MAX,1036,0,28/06/2024,1,5,11,12,13,23,33,21
LOTTO MAX,1037,0,02/07/2024,1,10,11,16,19,23,39,50
LOTTO MAX,1038,0,05/07/2024,2,6,14,19,25,27,44,32
LOTTO MAX,1039,0,09/07/2024,19,22,29,33,41,45,50,44
LOTTO MAX,1040,0,12/07/2024,6,7,8,11,35,41,44,10
LOTTO MAX,1041,0,16/07/2024,10,11,18,26,36,40,49,28
LOTTO MAX,1042,0,19/07/2024,1,3,17,18,20,23,29,35
LOTTO MAX,1043,0,23/07/2024,4,12,14,16,27,35,41,32
LOTTO MAX,1044,0,26/07/2024,3,8,15,29,34,38,39,17
LOTTO MAX,1045,0,30/07/2024,1,4,11,35,42,45,49,36
LOTTO MAX,1046,0,02/08/2024,3,18,26,27,37,39,40,16
LOTTO MAX,1047,0,06/08/2024,7,12,13,30,38,46,48,28
LOTTO MAX,1048,0,09/08/2024,11,16,22,25,31,41,44,30
LOTTO MAX,1049,0,13/08/2024,13,28,30,34,40,45,49,9
LOTTO MAX,1050,0,16/08/2024,5,7,12,18,33,40,50,15
LOTTO MAX,1051,0,20/08/2024,2,11,12,21,24,38,39,33
LOTTO MAX,1052,0,23/08/2024,4,5,9,15,33,37,42,30
LOTTO MAX,1053,0,27/08/2024,4,17,25,38,41,46,50,14
LOTTO MAX,1054,0,30/08/2024,6,7,10,14,28,29,46,44
LOTTO MAX,1055,0,03/09/2024,4,6,10,22,32,39,50,19
LOTTO MAX,1056,0,06/09/2024,5,16,18,20,23,28,39,8
LOTTO MAX,1057,0,10/09/2024,5,16,22,24,31,33,38,30
LOTTO MAX,1058,0,13/09/2024,9,12,13,15,29,30,41,47
LOTTO MAX,1059,0,17/09/2024,2,4,11,16,25,29,47,34
LOTTO MAX,1060,0,20/09/2024,4,8,26,32,35,36,37,33
LOTTO MAX,1061,0,24/09/2024,1,11,21,38,40,43,45,20
LOTTO MAX,1062,0,27/09/2024,4,6,8,16,21,36,50,9
LOTTO MAX,1063,0,01/10/2024,11,12,28,32,36,38,41,44
LOTTO MAX,1064,0,04/10/2024,2,9,20,27,40,45,49,50
LOTTO MAX,1065,0,08/10/2024,10,11,13,20,22,27,48,21
LOTTO MAX,1066,0,11/10/2024,7,20,24,33,44,48,49,43
LOTTO MAX,1067,0,15/10/2024,8,12,19,20,26,32,46,27
LOTTO MAX,1068,0,18/10/2024,6,12,13,21,24,30,47,34
LOTTO MAX,1069,0,22/10/2024,7,8,23,30,32,33,49,22
LOTTO MAX,1070,0,25/10/2024,3,15,23,24,31,33,47,22
LOTTO MAX,1071,0,29/10/2024,20,26,28,29,35,39,47,46
LOTTO MAX,1072,0,01/11/2024,7,16,22,28,30,34,41,44
LOTTO MAX,1073,0,05/11/2024,1,2,9,22,26,32,47,35
LOTTO MAX,1074,0,08/11/2024,2,16,25,38,40,41,44,26
LOTTO MAX,1075,0,12/11/2024,1,12,13,24,28,36,39,35
